Sentiment,Tweet
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,RT @grb53: Bedi causing more problems fr BJP! ABP Breaking News: 1000 Advocates attack Bedi's office ! Many injured! #MyCMKejriwal #BediVsK?
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
1,@Ravish_NDTV @AapYogendra Vote ke liye Kuch bhee karega. Voters will teach lesson to AAP. #Bedi4Delhi #BediVsKejriwal #Kejriwal
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,Bedi causing more problems fr BJP! ABP Breaking News: 1000 Advocates attack Bedi's office ! Many injured! #MyCMKejriwal #BediVsKejriwal
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,RT @grb53: Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,Oh Godd! Breaking News: Many advocates attack Bedi's office ! 11 Injured ! #MyCMKejriwal #BediVsKejriwal
-1,"#DelhiElections turns violent, shame for India. #MyCMKejriwal #PersonalAttack #BediVsKejriwal"
-1,So what if the BJP has the more realistic promises. Brazenly habitual treachery makes nothing else matter. #BediVsKejriwal Cc:@VishalDadlani
-1,@BJP4India Another shame by u. Ppl of delhi want development talks and not all this crap #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
1,"@AamAadmiParty @ArvindKejriwal 4 Farji company Rs. 50 Lakh Each, Koi Jabab? Only Way for AAP IS DISSOLVE PARTY #BJP4Delhi #BediVsKejriwal"
1,<U+0BAA><U+0BC6><U+0BA3><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BAA><U+0BBE><U+0BA4><U+0BC1><U+0B95><U+0BBE><U+0BAA><U+0BCD><U+0BAA><U+0BC1>: <U+0B95><U+0BBF><U+0BB0><U+0BA3><U+0BCD><U+0BAA><U+0BC7><U+0B9F><U+0BBF> #BediVsKejriwal #ModiPMBediCM #Women #secure #DelhiElections
-1,"Achche din(for AAP) aane waale hain
hum Bedi ji ko laane wale hain.. #BediVsKejriwal"
1,"#AAPkaGhotala <U+092F><U+0947> <U+092E><U+0928><U+0940><U+0932><U+0949><U+0928><U+094D><U+0921><U+094D><U+0930><U+093F><U+0902><U+0917> <U+0915><U+093E> <U+0915><U+0947><U+0938> <U+0939><U+0948> <U+0907><U+0938><U+0947> <U+0938><U+093E><U+092C><U+093F><U+0924> <U+0939><U+094B><U+0924><U+093E> <U+0939><U+0948> <U+0915><U+0940> <U+0906><U+092A> <U+0926><U+0947><U+0936> <U+0939><U+093F><U+0924> <U+092E><U+0947><U+0902> <U+0928><U+0939><U+0940><U+0902> <U+0939><U+0948> .@ZeeNewsHindi <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+0926> 
#ModiPMBediCM #BediVsKejriwal"
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,"BJP people should be shameful because they are attacking personally. #BediVsKejriwal"" PersonalAttack"
1,"RT @dr_kiranbedi: Those 49 days r worst!!!
#ModiPMBediCM #BediVsKejriwal #KiranBedi4DelhiCM http://t.co/tTY9S1bW0e"
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @CongressAgent: jitendra2611: RT mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejri?
-1,RT @CongressAgent: jitendra2611: RT mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejri?
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,jitendra2611: RT mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @ankeshsagar: This is height of arrogance from Vikas Bedi #BattlegroundDelhi #BediVsKejriwal #cabinetvskejriwal #MyCMKejriwal http://t.c?
-1,This is height of arrogance from Vikas Bedi #BattlegroundDelhi #BediVsKejriwal #cabinetvskejriwal #MyCMKejriwal http://t.co/us0PFpC1qM
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,#BediVsKejriwal- a leader shud b humble&amp;non arrogant Ms bedi is far away from that..#voteforaap
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,"""@mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal"" #MyCMKejriwal"
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
1,"Lets get rid of Debates, Dharnas, Sexist comments and #KejriwalLies , Clear result as #BediVsKejriwal is a hoax!! #ModiPMBediCM"
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
0,#DelhiAdWar this is tit4tat. Aap placed @jagdishmukhi @thekiranbedi posters &amp; now @BJP4India placing @ArvindKejriwal ads. #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,"""@mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal"" #getwellsoonbjp"
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,RT @mishra_pravin: One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
-1,One thing is clear: BJP ads are exposing BJP more than AAP. #PersonalAttack #BediVsKejriwal
1,#BJPMission60 #ModiPMBediCM #BediVsKejriwal #BJPAsksKejriwal #BJPDoorToDoor #AapMuktDelhi#AAPkaPaap @jpnadda @upma23 http://t.co/BdL7K8QoB4
-1,RT @DrDGoswami: #BediVsKejriwal #zeedelhipoll #TimesNow #AAJtak #RunBediRun #AAP #AAPKiDilli #abpnews http://t.co/Wq2TH3YtTe
1,RT @mishraarvindi: Crane Didi will be next CM of India's capital..  #ModiPMBediCM #BediVsKejriwal #delhiwithmodi @upma23 @AnilPsoni  http:/?
1,RT @mishraarvindi: Crane Didi will be next CM of India's capital..  #ModiPMBediCM #BediVsKejriwal #delhiwithmodi @upma23 @AnilPsoni  http:/?
1,RT @mishraarvindi: Crane Didi will be next CM of India's capital..  #ModiPMBediCM #BediVsKejriwal #delhiwithmodi @upma23 @AnilPsoni  http:/?
1,RT @mishraarvindi: Crane Didi will be next CM of India's capital..  #ModiPMBediCM #BediVsKejriwal #delhiwithmodi @upma23 @AnilPsoni  http:/?
1,"Crane Didi will be next CM of India's capital..  #ModiPMBediCM #BediVsKejriwal #delhiwithmodi @upma23 @AnilPsoni  http://t.co/PA9r2EkI3C"""
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
-1,RT @satishjain18: #BediVsKejriwal Bedi ia very scared
1,"RT @nis111284: A lion is king n always remain talls.His one roar is nough.After @narendramodi rally
#BediVsKejriwal #Modi4PMBedi4CM http://?"
1,"RT @nis111284: A lion is king n always remain talls.His one roar is nough.After @narendramodi rally
#BediVsKejriwal #Modi4PMBedi4CM http://?"
1,"A lion is king n always remain talls.His one roar is nough.After @narendramodi rally
#BediVsKejriwal #Modi4PMBedi4CM http://t.co/CGjR2ibiFC"
0,"RT @biswatosh: Doesn't matter who will win, Delhi wants security, jobs and stable govt. #BediVsKejriwal #IRunBedi"
-1,Rape is a small incident BJP CM Candidate @thekiranbedi Is she ur CM or #MyCMKejriwal https://t.co/Bc3hVLRfah ? #ShahKiChaal #BediVsKejriwal
1,"RT @MythSumit: ""@narendramodi_b: @MythSumit Vote for B.J.P. http://t.co/gK3iyOpZgK""
#ModiPMBediCM #DelhiDebatesWithArnab #BediVsKejriwal #K?"
1,"RT @MythSumit: ""@narendramodi_b: @MythSumit Vote for B.J.P. http://t.co/gK3iyOpZgK""
#ModiPMBediCM #DelhiDebatesWithArnab #BediVsKejriwal #K?"
1,"RT @MythSumit: ""@narendramodi_b: @MythSumit Vote for B.J.P. http://t.co/gK3iyOpZgK""
#ModiPMBediCM #DelhiDebatesWithArnab #BediVsKejriwal #K?"
1,"""@narendramodi_b: @MythSumit Vote for B.J.P. http://t.co/gK3iyOpZgK""
#ModiPMBediCM #DelhiDebatesWithArnab #BediVsKejriwal #KiransBlueprint"
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
-1,"Kiran Bedi wasnt wrong when she changed her name to #VikasBedi
Actually Vikas to Bedi ka huwa
CM candidate bani. #BediVsKejriwal"
-1,RT @pujneet: BJP4India @PMOIndia was sleeping frm 9 months. #SIT investigation just to take advantage of #Sikh votes in #Delhi elections. #?
-1,RT @pujneet: BJP4India @PMOIndia was sleeping frm 9 months. #SIT investigation just to take advantage of #Sikh votes in #Delhi elections. #?
1,"@VishalDadlani mr. @ArvindKejriwal  get our vote last time, but no more, now I vote for @thekiranbedi &amp; @narendramodi    #BediVsKejriwal"
-1,"RT @ankeshsagar: BJP is gng 2 start new course in mgmt colleges ""NASEEBconomics"" #RallyVsRally #BattlegroundDelhi #BediVsKejriwal @AapYogen?"
-1,"RT @ankeshsagar: BJP is gng 2 start new course in mgmt colleges ""NASEEBconomics"" #RallyVsRally #BattlegroundDelhi #BediVsKejriwal @AapYogen?"
-1,BJP4India @PMOIndia was sleeping frm 9 months. #SIT investigation just to take advantage of #Sikh votes in #Delhi elections. #BediVsKejriwal
-1,"RT @AAPTivism: Watched #KiranBedi 's interview with @TimesNow Just now. LOL!!Hilarious.. Unlike standup comedy, it was a sit down comedy.. ?"
-1,"BJP is gng 2 start new course in mgmt colleges ""NASEEBconomics"" #RallyVsRally #BattlegroundDelhi #BediVsKejriwal @AapYogendra @AamAadmiParty"
-1,"#Bedi of yore was strong, confident and a powerhouse. Now she only parrots what #Modi has purportedly achieved. #Dwarka #BediVsKejriwal"
1,This is hilarious <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> #RallyVsRally #DelhiElections #BediVsKejriwal #ModiPMBediCM http://t.co/HWd3MPoYMc
1,"@ArvindKejriwal met sonia after 2014 LS to form delhi govt
http://t.co/WHxwzrNmxN
#Modi4PMBedi4CM 
#BediVsKejriwal http://t.co/SPVentmJji"
-1,#Modi dives in to save the sinking #BJP in #DelhiElections ... #BediVsKejriwal - of course #kejriwal4delhi
0,Dont know if we are electing a CM or judging a oratory competition. #BedivsKejriwal #ModiPMBediCM
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,#DelhiElections #BJP4Delhi #BediVsKejriwal rajeev pratap rudy jagdish mukhi pravesh verma satish upadhyay arrives http://t.co/iYgvgDbXjF
1,"<U+0928><U+0938><U+0940><U+092C><U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0928><U+094C><U+091F><U+0902><U+0915><U+0940><U+0935><U+093E><U+0932><U+093E> ,<U+092B><U+0948><U+0938><U+0932><U+093E> <U+0906><U+092A><U+0915><U+093E><U+0964>
#BediVsKejriwal #Modi4PMBedi4CM 
@TigerNaMo @iSupportNamo @chandu532 @HDLindiaOrg @NupurSOffice"
1,I can't imagine the Delhi situation if center and state will run by different parties. Vote wisely Delhi #DelhiPolls  #BediVsKejriwal
1,RT @bhaveshkpandey: Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/GVOITHPWlv
1,@NupurSharmaBJP headed fr a victory against Kejriwal in new Delhi constituency #BediVsKejriwal #DelhiDebatesWithArnab http://t.co/t3YnWTjSIm
1,"RT @sachintayal2000: #ModiPMBediCM  #BJP4Delhi #BediVsKejriwal 
Very well said Modiji- agar Modi ka naseeb logo ke kaam aata hai to badnase?"
1,"#ModiPMBediCM  #BJP4Delhi #BediVsKejriwal 
Very well said Modiji- agar Modi ka naseeb logo ke kaam aata hai to badnaseebo ko kyo chunna.Haha"
1,Shame on #AAP... #ModiPMBediCM #BediVsKejriwal #BJPAsksKejriwal #BJP4Delhi #BJPDoorToDoor #BJPJanSamvad #BJP @upma23 http://t.co/tUOSQjh1OH
1,"RT @mishraarvindi: <U+0915><U+0941><U+092E><U+093E><U+0930> <U+0935><U+093F><U+0936><U+094D><U+0935><U+093E><U+0938> <U+0914><U+0930> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0915><U+0947> <U+091A><U+0941><U+0928><U+093E><U+0935> <U+092E><U+0947><U+0902> <U+0938><U+092E><U+094D><U+092C><U+0928><U+094D><U+0927><U+0964>
""""<U+092C><U+0947><U+0917><U+093E><U+0928><U+0940> <U+0936><U+093E><U+0926><U+0940> <U+092E><U+0947><U+0902> <U+0905><U+092C><U+094D><U+0926><U+0941><U+0932><U+094D><U+0932><U+093E><U+0939> <U+0926><U+0940><U+0935><U+093E><U+0928><U+093E>""""
#BediVsKejriwal #delhiwithmodi @Shai?"
1,#BJP4Delhi #ModiPMBediCM #QuestionsToKejriwal #Kejriwal #BediVsKejriwal #BJPMission60 #BJPDoorToDoor @narendramodi http://t.co/OpPtDeuBdx
1,"RT @mishraarvindi: <U+0915><U+0941><U+092E><U+093E><U+0930> <U+0935><U+093F><U+0936><U+094D><U+0935><U+093E><U+0938> <U+0914><U+0930> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0915><U+0947> <U+091A><U+0941><U+0928><U+093E><U+0935> <U+092E><U+0947><U+0902> <U+0938><U+092E><U+094D><U+092C><U+0928><U+094D><U+0927><U+0964>
""""<U+092C><U+0947><U+0917><U+093E><U+0928><U+0940> <U+0936><U+093E><U+0926><U+0940> <U+092E><U+0947><U+0902> <U+0905><U+092C><U+094D><U+0926><U+0941><U+0932><U+094D><U+0932><U+093E><U+0939> <U+0926><U+0940><U+0935><U+093E><U+0928><U+093E>""""
#BediVsKejriwal #delhiwithmodi @Shai?"
1,"<U+0915><U+0941><U+092E><U+093E><U+0930> <U+0935><U+093F><U+0936><U+094D><U+0935><U+093E><U+0938> <U+0914><U+0930> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0915><U+0947> <U+091A><U+0941><U+0928><U+093E><U+0935> <U+092E><U+0947><U+0902> <U+0938><U+092E><U+094D><U+092C><U+0928><U+094D><U+0927><U+0964>
""""<U+092C><U+0947><U+0917><U+093E><U+0928><U+0940> <U+0936><U+093E><U+0926><U+0940> <U+092E><U+0947><U+0902> <U+0905><U+092C><U+094D><U+0926><U+0941><U+0932><U+094D><U+0932><U+093E><U+0939> <U+0926><U+0940><U+0935><U+093E><U+0928><U+093E>""""
#BediVsKejriwal #delhiwithmodi @ShaileshTewarie @upma23"
0,"I'm neither pro Kejriwal nor pro Bedi. If Delhi/ country is to go forward under Digvijay Singh, Ill vote for him as well. #BediVsKejriwal"
0,Delhi elections is not between BJP and AAP. It is war between media crooks and Reality. @mediacrooks #BediVsKejriwal
1,Shri @narendramodi rally today #Dwarka #delhi #BJP4Delhi #BJPAsksKejriwal #BJPJanSamvad #BediVsKejriwal #AAPkaPaap http://t.co/8eGEziz2CZ
1,RT @Baldeepbti: #ModiPMBediCM #aapexposed #AAP #DelhiElections #delhiwithmodi #BediVsKejriwal #KiranBedi http://t.co/SW4OyVJMSD
1,#ModiPMBediCM #aapexposed #AAP #DelhiElections #delhiwithmodi #BediVsKejriwal #KiranBedi http://t.co/SW4OyVJMSD
1,RT @a_BJP_supporter: Namak haram Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/UoljE7OIOz
1,RT @a_BJP_supporter: Namak haram Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/UoljE7OIOz
1,RT @a_BJP_supporter: Namak haram Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/UoljE7OIOz
1,Namak haram Kejriwal with Geelani #delhiwithmodi #DelhiDebatesWithArnab #BediVsKejriwal   http://t.co/UoljE7OIOz
-1,RT @shiva_g8: #BediVsKejriwal - Why isn't BJP sent notice for this ad?Why d notice issued always to AAP? Is EC paid off by BJP? https://t.c?
-1,RT @gursharan3: The number of BJP requests to vote in their favour in Delhi so damn high that i feel like a girl on facebook. #BediVsKejriw?
